Name,Sweep (T1),,,Name,Sweep (T2),,,
Date,02/12/2025,,,Date,02/12/2025,,,
Time,16:56:08,,,Time,16:56:08,,,
LATITUDE,-7,2,27.427,,LATITUDE,-7,2,27.427,,
LONGITUDE,-38,16,7.214,,LONGITUDE,-38,16,7.214,,
ALTITUDE,401.1,,ALTITUDE,401.1,,
Instrument,FPH - 103490/026,,,Instrument,FPH - 103490/026,,,
Firmware Version,V2.40,,,Firmware Version,V2.40,,,
Country of Origin,Malaysia,,,Country of Origin,Malaysia,,,
Instrument Mode,Spectrum Analyzer,,,Instrument Mode,Spectrum Analyzer,,,
Meas Mode,Spectrum,,,Meas Mode,Spectrum,,,
Uplink,- - -,,,Uplink,- - -,,,
Downlink,- - -,,,Downlink,- - -,,,
Channel,- - -,,,Channel,- - -,,,
Center Frequency,825000000,Hz,,Center Frequency,825000000,Hz,,
Frequency Offset,0,Hz,,Frequency Offset,0,Hz,,
Span,1550000000,Hz,,Span,1550000000,Hz,,
Ref Level,-40,dBm,,Ref Level,-40,dBm,,
Ref Offset,0,dB,,Ref Offset,0,dB,,
Ref Position,1.00 ,,,Ref Position,1.00 ,,,
Range,100,dB,,Range,100,dB,,
RF Attenuation,Auto Low Noise,,,RF Attenuation,Auto Low Noise,,,
RF Attenuator,0,dB,,RF Attenuator,0,dB,,
Pre-Amplifier,Off,,,Pre-Amplifier,Off,,,
RF Input,50 Ω,,,RF Input,50 Ω,,,
RBW,3000,Hz,,RBW,3000,Hz,,
VBW,3000,Hz,,VBW,3000,Hz,,
SWT,8,s,,SWT,8,s,,
Trigger Mode,Free Run,,,Trigger Mode,Free Run,,,
Trigger Level,- - -,,,Trigger Level,- - -,,,
Trigger Delay,- - -,,,Trigger Delay,- - -,,,
Trace Mode,Max Hold,,,Trace Mode,Average,,,
Trace Math,Off,,,Trace Math,Off,,,
Trace Detector,Sample,,,Trace Detector,Sample,,,
Primary Transducer,HE400A-UWB,,,Primary Transducer,HE400A-UWB,,,
Secondary Transducer,- - -,,,Secondary Transducer,- - -,,,
Isotropic Antenna,Off,,,Isotropic Antenna,Off,,,
,,,,Average Count,Sweep 50 of 50,,,
Limit Line 1,- - -,,,Limit Line 1,- - -,,,
Result Limit Line 1,- - -,,,Result Limit Line 1,- - -,,,
Limit Line 2,- - -,,,Limit Line 2,- - -,,,
Result Limit Line 2,- - -,,,Result Limit Line 2,- - -,,,

Frequency [Hz],Magnitude [dBm],,,Frequency [Hz],Magnitude [dBm],,,
50000000,-100.435554504395,,,50000000,-108.244102478027,,,
52183098.5915493,-98.9709930419922,,,52183098.5915493,-108.347862243652,,,
54366197.1830986,-98.9083251953125,,,54366197.1830986,-110.84831237793,,,
56549295.7746479,-99.4219665527344,,,56549295.7746479,-108.695251464844,,,
58732394.3661972,-102.021339416504,,,58732394.3661972,-109.840240478516,,,
60915492.9577465,-94.4319000244141,,,60915492.9577465,-98.7694931030273,,,
63098591.5492958,-102.548782348633,,,63098591.5492958,-109.665794372559,,,
65281690.1408451,-98.9328231811523,,,65281690.1408451,-109.837799072266,,,
67464788.7323944,-102.1162109375,,,67464788.7323944,-108.290313720703,,,
69647887.3239437,-101.040260314941,,,69647887.3239437,-110.214744567871,,,
71830985.915493,-98.9756622314453,,,71830985.915493,-109.551902770996,,,
74014084.5070423,-95.3767852783203,,,74014084.5070423,-109.138069152832,,,
76197183.0985916,-100.363174438477,,,76197183.0985916,-108.79859161377,,,
78380281.6901408,-101.636474609375,,,78380281.6901408,-108.899147033691,,,
80563380.2816902,-98.9576187133789,,,80563380.2816902,-109.178649902344,,,
82746478.8732394,-101.169654846191,,,82746478.8732394,-110.019683837891,,,
84929577.4647887,-101.175422668457,,,84929577.4647887,-110.653770446777,,,
87112676.056338,-99.2209625244141,,,87112676.056338,-109.510772705078,,,
89295774.6478873,-101.562408447266,,,89295774.6478873,-109.707366943359,,,
91478873.2394366,-99.718017578125,,,91478873.2394366,-108.697219848633,,,
93661971.8309859,-101.946975708008,,,93661971.8309859,-109.567977905273,,,
95845070.4225352,-99.6449661254883,,,95845070.4225352,-110.036071777344,,,
98028169.0140845,-101.394584655762,,,98028169.0140845,-110.328857421875,,,
100211267.605634,-101.786018371582,,,100211267.605634,-110.759201049805,,,
102394366.197183,-102.652000427246,,,102394366.197183,-110.784385681152,,,
104577464.788732,-103.588806152344,,,104577464.788732,-109.856239318848,,,
106760563.380282,-100.501274108887,,,106760563.380282,-110.738815307617,,,
108943661.971831,-103.12117767334,,,108943661.971831,-109.916404724121,,,
111126760.56338,-99.6351699829102,,,111126760.56338,-110.204666137695,,,
113309859.15493,-102.238471984863,,,113309859.15493,-110.276512145996,,,
115492957.746479,-97.6728134155273,,,115492957.746479,-110.006858825684,,,
117676056.338028,-96.8499603271484,,,117676056.338028,-109.467178344727,,,
119859154.929577,-103.038452148438,,,119859154.929577,-109.715370178223,,,
122042253.521127,-102.404090881348,,,122042253.521127,-109.900436401367,,,
124225352.112676,-101.605613708496,,,124225352.112676,-110.473136901855,,,
126408450.704225,-102.547096252441,,,126408450.704225,-110.158332824707,,,
128591549.295775,-98.9047164916992,,,128591549.295775,-109.335517883301,,,
130774647.887324,-101.622749328613,,,130774647.887324,-110.340866088867,,,
132957746.478873,-101.399002075195,,,132957746.478873,-109.964920043945,,,
135140845.070423,-99.2811126708984,,,135140845.070423,-108.449333190918,,,
137323943.661972,-99.451774597168,,,137323943.661972,-109.072898864746,,,
139507042.253521,-99.662223815918,,,139507042.253521,-109.29216003418,,,
141690140.84507,-103.141830444336,,,141690140.84507,-110.580787658691,,,
143873239.43662,-102.90934753418,,,143873239.43662,-110.953575134277,,,
146056338.028169,-103.787254333496,,,146056338.028169,-110.047409057617,,,
148239436.619718,-101.514625549316,,,148239436.619718,-110.419059753418,,,
150422535.211268,-103.417655944824,,,150422535.211268,-110.201942443848,,,
152605633.802817,-100.002883911133,,,152605633.802817,-109.561531066895,,,
154788732.394366,-102.537017822266,,,154788732.394366,-110.078765869141,,,
156971830.985915,-101.281913757324,,,156971830.985915,-108.455680847168,,,
159154929.577465,-99.4216461181641,,,159154929.577465,-108.124870300293,,,
161338028.169014,-98.6957626342773,,,161338028.169014,-105.779502868652,,,
163521126.760563,-98.779670715332,,,163521126.760563,-106.862754821777,,,
165704225.352113,-98.769775390625,,,165704225.352113,-108.630683898926,,,
167887323.943662,-99.5887908935547,,,167887323.943662,-106.597763061523,,,
170070422.535211,-101.715950012207,,,170070422.535211,-108.39965057373,,,
172253521.126761,-99.0320587158203,,,172253521.126761,-107.563034057617,,,
174436619.71831,-100.784271240234,,,174436619.71831,-107.416053771973,,,
176619718.309859,-100.365760803223,,,176619718.309859,-107.566581726074,,,
178802816.901408,-98.201286315918,,,178802816.901408,-105.662750244141,,,
180985915.492958,-98.3666458129883,,,180985915.492958,-105.451683044434,,,
