Name,Sweep (T1),,,Name,Sweep (T2),,,
Date,01/31/2025,,,Date,01/31/2025,,,
Time,09:57:38,,,Time,09:57:38,,,
LATITUDE,-7,12,42.218,,LATITUDE,-7,12,42.218,,
LONGITUDE,-35,54,30.209,,LONGITUDE,-35,54,30.209,,
ALTITUDE,549.1,,ALTITUDE,549.1,,
Instrument,FPH - 103490/026,,,Instrument,FPH - 103490/026,,,
Firmware Version,V2.40,,,Firmware Version,V2.40,,,
Country of Origin,Malaysia,,,Country of Origin,Malaysia,,,
Instrument Mode,Spectrum Analyzer,,,Instrument Mode,Spectrum Analyzer,,,
Meas Mode,Spectrum,,,Meas Mode,Spectrum,,,
Uplink,- - -,,,Uplink,- - -,,,
Downlink,- - -,,,Downlink,- - -,,,
Channel,- - -,,,Channel,- - -,,,
Center Frequency,825000000,Hz,,Center Frequency,825000000,Hz,,
Frequency Offset,0,Hz,,Frequency Offset,0,Hz,,
Span,1550000000,Hz,,Span,1550000000,Hz,,
Ref Level,-40,dBm,,Ref Level,-40,dBm,,
Ref Offset,0,dB,,Ref Offset,0,dB,,
Ref Position,1.00 ,,,Ref Position,1.00 ,,,
Range,100,dB,,Range,100,dB,,
RF Attenuation,Auto Low Noise,,,RF Attenuation,Auto Low Noise,,,
RF Attenuator,0,dB,,RF Attenuator,0,dB,,
Pre-Amplifier,Off,,,Pre-Amplifier,Off,,,
RF Input,50 Ω,,,RF Input,50 Ω,,,
RBW,3000,Hz,,RBW,3000,Hz,,
VBW,3000,Hz,,VBW,3000,Hz,,
SWT,8,s,,SWT,8,s,,
Trigger Mode,Free Run,,,Trigger Mode,Free Run,,,
Trigger Level,- - -,,,Trigger Level,- - -,,,
Trigger Delay,- - -,,,Trigger Delay,- - -,,,
Trace Mode,Max Hold,,,Trace Mode,Average,,,
Trace Math,Off,,,Trace Math,Off,,,
Trace Detector,Sample,,,Trace Detector,Sample,,,
Primary Transducer,HE400P-UWB,,,Primary Transducer,HE400P-UWB,,,
Secondary Transducer,- - -,,,Secondary Transducer,- - -,,,
Isotropic Antenna,Off,,,Isotropic Antenna,Off,,,
,,,,Average Count,Sweep 50 of 50,,,
Limit Line 1,- - -,,,Limit Line 1,- - -,,,
Result Limit Line 1,- - -,,,Result Limit Line 1,- - -,,,
Limit Line 2,- - -,,,Limit Line 2,- - -,,,
Result Limit Line 2,- - -,,,Result Limit Line 2,- - -,,,

Frequency [Hz],Magnitude [dBm],,,Frequency [Hz],Magnitude [dBm],,,
50000000,-101.210845947266,,,50000000,-110.606941223145,,,
52183098.5915493,-103.233673095703,,,52183098.5915493,-110.717132568359,,,
54366197.1830986,-99.3989028930664,,,54366197.1830986,-110.483375549316,,,
56549295.7746479,-102.74893951416,,,56549295.7746479,-110.756759643555,,,
58732394.3661972,-99.8749465942383,,,58732394.3661972,-111.45947265625,,,
60915492.9577465,-100.907974243164,,,60915492.9577465,-111.07160949707,,,
63098591.5492958,-102.593421936035,,,63098591.5492958,-110.357269287109,,,
65281690.1408451,-102.898994445801,,,65281690.1408451,-111.168876647949,,,
67464788.7323944,-101.070739746094,,,67464788.7323944,-111.523529052734,,,
69647887.3239437,-100.959907531738,,,69647887.3239437,-109.955841064453,,,
71830985.915493,-101.86897277832,,,71830985.915493,-111.417747497559,,,
74014084.5070423,-101.236427307129,,,74014084.5070423,-110.548866271973,,,
76197183.0985916,-102.229949951172,,,76197183.0985916,-110.43359375,,,
78380281.6901408,-103.288627624512,,,78380281.6901408,-111.272735595703,,,
80563380.2816902,-101.779563903809,,,80563380.2816902,-110.621238708496,,,
82746478.8732394,-102.924468994141,,,82746478.8732394,-110.191032409668,,,
84929577.4647887,-103.820198059082,,,84929577.4647887,-110.633338928223,,,
87112676.056338,-105.076232910156,,,87112676.056338,-111.423973083496,,,
89295774.6478873,-102.096694946289,,,89295774.6478873,-112.723480224609,,,
91478873.2394366,-103.555305480957,,,91478873.2394366,-111.485984802246,,,
93661971.8309859,-105.365165710449,,,93661971.8309859,-112.613670349121,,,
95845070.4225352,-103.252990722656,,,95845070.4225352,-111.237648010254,,,
98028169.0140845,-102.37899017334,,,98028169.0140845,-112.054763793945,,,
100211267.605634,-103.460266113281,,,100211267.605634,-111.364990234375,,,
102394366.197183,-103.935302734375,,,102394366.197183,-111.707344055176,,,
104577464.788732,-102.502502441406,,,104577464.788732,-111.40315246582,,,
106760563.380282,-103.162651062012,,,106760563.380282,-111.367149353027,,,
108943661.971831,-102.879829406738,,,108943661.971831,-111.221084594727,,,
111126760.56338,-102.652549743652,,,111126760.56338,-110.402946472168,,,
113309859.15493,-102.135643005371,,,113309859.15493,-111.443756103516,,,
115492957.746479,-103.876266479492,,,115492957.746479,-111.351272583008,,,
117676056.338028,-103.235794067383,,,117676056.338028,-112.215576171875,,,
119859154.929577,-104.309310913086,,,119859154.929577,-111.611038208008,,,
122042253.521127,-103.259521484375,,,122042253.521127,-111.535987854004,,,
124225352.112676,-102.948570251465,,,124225352.112676,-111.866218566895,,,
126408450.704225,-104.411270141602,,,126408450.704225,-111.440528869629,,,
128591549.295775,-103.76774597168,,,128591549.295775,-111.41438293457,,,
130774647.887324,-103.138465881348,,,130774647.887324,-111.109657287598,,,
132957746.478873,-102.098350524902,,,132957746.478873,-111.247276306152,,,
