Name,Sweep (T1),,,Name,Sweep (T2),,,
Date,02/12/2025,,,Date,02/12/2025,,,
Time,17:05:21,,,Time,17:05:21,,,
LATITUDE,-7,2,27.509,,LATITUDE,-7,2,27.509,,
LONGITUDE,-38,16,7.264,,LONGITUDE,-38,16,7.264,,
ALTITUDE,397.5,,ALTITUDE,397.5,,
Instrument,FPH - 103490/026,,,Instrument,FPH - 103490/026,,,
Firmware Version,V2.40,,,Firmware Version,V2.40,,,
Country of Origin,Malaysia,,,Country of Origin,Malaysia,,,
Instrument Mode,Spectrum Analyzer,,,Instrument Mode,Spectrum Analyzer,,,
Meas Mode,Spectrum,,,Meas Mode,Spectrum,,,
Uplink,- - -,,,Uplink,- - -,,,
Downlink,- - -,,,Downlink,- - -,,,
Channel,- - -,,,Channel,- - -,,,
Center Frequency,825000000,Hz,,Center Frequency,825000000,Hz,,
Frequency Offset,0,Hz,,Frequency Offset,0,Hz,,
Span,1550000000,Hz,,Span,1550000000,Hz,,
Ref Level,-40,dBm,,Ref Level,-40,dBm,,
Ref Offset,0,dB,,Ref Offset,0,dB,,
Ref Position,1.00 ,,,Ref Position,1.00 ,,,
Range,100,dB,,Range,100,dB,,
RF Attenuation,Auto Low Noise,,,RF Attenuation,Auto Low Noise,,,
RF Attenuator,0,dB,,RF Attenuator,0,dB,,
Pre-Amplifier,Off,,,Pre-Amplifier,Off,,,
RF Input,50 Ω,,,RF Input,50 Ω,,,
RBW,3000,Hz,,RBW,3000,Hz,,
VBW,3000,Hz,,VBW,3000,Hz,,
SWT,8,s,,SWT,8,s,,
Trigger Mode,Free Run,,,Trigger Mode,Free Run,,,
Trigger Level,- - -,,,Trigger Level,- - -,,,
Trigger Delay,- - -,,,Trigger Delay,- - -,,,
Trace Mode,Max Hold,,,Trace Mode,Average,,,
Trace Math,Off,,,Trace Math,Off,,,
Trace Detector,Sample,,,Trace Detector,Sample,,,
Primary Transducer,HE400A-UWB,,,Primary Transducer,HE400A-UWB,,,
Secondary Transducer,- - -,,,Secondary Transducer,- - -,,,
Isotropic Antenna,Off,,,Isotropic Antenna,Off,,,
,,,,Average Count,Sweep 50 of 50,,,
Limit Line 1,- - -,,,Limit Line 1,- - -,,,
Result Limit Line 1,- - -,,,Result Limit Line 1,- - -,,,
Limit Line 2,- - -,,,Limit Line 2,- - -,,,
Result Limit Line 2,- - -,,,Result Limit Line 2,- - -,,,

Frequency [Hz],Magnitude [dBm],,,Frequency [Hz],Magnitude [dBm],,,
50000000,-100.115051269531,,,50000000,-109.453689575195,,,
52183098.5915493,-98.7093963623047,,,52183098.5915493,-108.09765625,,,
54366197.1830986,-100.283866882324,,,54366197.1830986,-109.286224365234,,,
56549295.7746479,-102.454956054688,,,56549295.7746479,-109.800994873047,,,
58732394.3661972,-102.407653808594,,,58732394.3661972,-111.161155700684,,,
60915492.9577465,-94.8736877441406,,,60915492.9577465,-103.273956298828,,,
63098591.5492958,-96.7239685058594,,,63098591.5492958,-109.706115722656,,,
65281690.1408451,-101.247444152832,,,65281690.1408451,-110.177757263184,,,
67464788.7323944,-99.5137252807617,,,67464788.7323944,-108.728401184082,,,
69647887.3239437,-96.1640319824219,,,69647887.3239437,-108.545989990234,,,
71830985.915493,-100.565063476563,,,71830985.915493,-109.718894958496,,,
74014084.5070423,-102.725952148438,,,74014084.5070423,-109.790069580078,,,
76197183.0985916,-100.613487243652,,,76197183.0985916,-110.870704650879,,,
78380281.6901408,-100.430282592773,,,78380281.6901408,-109.349647521973,,,
80563380.2816902,-102.488372802734,,,80563380.2816902,-111.332763671875,,,
82746478.8732394,-98.1036682128906,,,82746478.8732394,-109.413146972656,,,
84929577.4647887,-97.9817581176758,,,84929577.4647887,-110.862586975098,,,
